,Season,Name,Salary,Pos,Age,Team,GP,GS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG%,3P%,2P%,eFG%,FT%,GS/GP,MPG,ORPG,DRPG,RPG,APG,SPG,BPG,TPG,PFPG,PPG,FGPG,FGAPG,3PPG,3PAPG,2PPG,2PAPG,FTPG,FTAPG,Cap,% of Cap
10586,2014.0,Evan Fournier,1483920.0,2.0,21.0,DEN,76.0,4.0,10.3,0.5329999999999999,0.436,0.226,2.4,12.1,7.3,11.6,1.1,0.3,14.3,19.7,0.6,0.8,1.4,0.043,-0.9,-1.6,-2.5,-0.2,0.419,0.376,0.45299999999999996,0.501,0.7559999999999999,0.05263157894736842,19.776315789473685,0.4473684210526316,2.210526315789474,2.6578947368421053,1.4736842105263157,0.4473684210526316,0.09210526315789473,1.3157894736842106,2.3552631578947367,8.394736842105264,3.0,7.157894736842105,1.1710526315789473,3.1184210526315788,1.8289473684210527,4.0394736842105265,1.2236842105263157,1.618421052631579,63065000,2.3530008721160707
10588,2014.0,Evan Turner,3278000.0,3.0,25.0,PHI,54.0,54.0,13.2,0.504,0.159,0.27399999999999997,2.8,16.2,9.2,17.7,1.4,0.2,14.3,24.4,-0.2,0.9,0.7,0.017,-2.1,-1.7,-3.8,-0.9,0.428,0.28800000000000003,0.455,0.451,0.8290000000000001,1.0,34.925925925925924,0.9259259259259259,5.037037037037037,5.962962962962963,3.6666666666666665,1.037037037037037,0.09259259259259259,2.8703703703703702,2.7222222222222223,17.38888888888889,6.592592592592593,15.38888888888889,0.7037037037037037,2.4444444444444446,5.888888888888889,12.944444444444445,3.5,4.222222222222222,63065000,5.1978117814952824
10589,2014.0,Evan Turner,3278000.0,3.0,25.0,IND,27.0,2.0,9.7,0.46799999999999997,0.126,0.179,2.5,13.9,8.5,18.4,1.0,0.3,14.2,19.1,-0.2,0.9,0.7,0.059000000000000004,-3.6,0.4,-3.2,-0.2,0.41100000000000003,0.5,0.39799999999999996,0.442,0.706,0.07407407407407407,21.14814814814815,0.4444444444444444,2.740740740740741,3.185185185185185,2.3703703703703702,0.4074074074074074,0.07407407407407407,1.2592592592592593,1.7777777777777777,7.111111111111111,2.888888888888889,7.037037037037037,0.4444444444444444,0.8888888888888888,2.4444444444444446,6.148148148148148,0.8888888888888888,1.2592592592592593,63065000,5.1978117814952824
10590,2014.0,Francisco Garcia,1316809.0,3.0,32.0,HOU,55.0,4.0,9.3,0.521,0.6559999999999999,0.065,2.3,9.8,6.3,8.6,1.2,2.3,9.0,13.5,0.8,0.9,1.8,0.078,-0.3,0.1,-0.2,0.5,0.401,0.358,0.485,0.519,0.526,0.07272727272727272,19.69090909090909,0.38181818181818183,1.8363636363636364,2.2181818181818183,1.1454545454545455,0.4909090909090909,0.6,0.5454545454545454,2.1818181818181817,5.7272727272727275,2.1454545454545455,5.345454545454546,1.2545454545454546,3.5090909090909093,0.8909090909090909,1.8363636363636364,0.18181818181818182,0.34545454545454546,63065000,2.0880187108538806
10591,2014.0,Gal Mekel,816482.0,1.0,25.0,DAL,31.0,1.0,5.4,0.4,0.233,0.14,2.0,8.6,5.3,30.1,0.7,0.3,25.4,19.0,-0.5,0.1,-0.4,-0.073,-5.7,-3.4,-9.2,-0.5,0.349,0.25,0.379,0.37799999999999995,0.667,0.03225806451612903,9.419354838709678,0.16129032258064516,0.7096774193548387,0.8709677419354839,2.032258064516129,0.12903225806451613,0.03225806451612903,1.0,1.0,2.3548387096774195,0.967741935483871,2.774193548387097,0.16129032258064516,0.6451612903225806,0.8064516129032258,2.129032258064516,0.25806451612903225,0.3870967741935484,63065000,1.294667406643939
10592,2014.0,Garrett Temple,981084.0,2.0,27.0,WAS,75.0,0.0,7.8,0.431,0.20600000000000002,0.305,3.8,8.7,6.2,15.8,2.8,1.4,20.8,14.3,-0.5,0.9,0.3,0.025,-4.6,1.0,-3.7,-0.3,0.36200000000000004,0.207,0.402,0.38299999999999995,0.698,0.0,8.506666666666666,0.28,0.6266666666666667,0.9066666666666666,0.96,0.4666666666666667,0.14666666666666667,0.56,0.96,1.84,0.68,1.88,0.08,0.38666666666666666,0.6,1.4933333333333334,0.4,0.5733333333333334,63065000,1.555671132958059
10594,2014.0,Gary Neal,3250000.0,2.0,29.0,MIL,30.0,2.0,11.2,0.5,0.401,0.195,1.5,8.2,4.7,13.4,0.6,0.0,11.5,25.3,0.0,-0.1,-0.2,-0.012,-1.3,-5.4,-6.8,-0.7,0.39,0.36,0.41,0.462,0.833,0.06666666666666667,20.233333333333334,0.26666666666666666,1.4,1.6666666666666667,1.5333333333333334,0.23333333333333334,0.0,1.3,0.8666666666666667,10.033333333333333,3.6,9.233333333333333,1.3333333333333333,3.7,2.2666666666666666,5.533333333333333,1.5,1.8,63065000,5.153413145167684
10595,2014.0,Gary Neal,3250000.0,2.0,29.0,CHO,22.0,1.0,14.0,0.5710000000000001,0.35600000000000004,0.263,0.4,8.5,4.5,12.6,1.1,0.0,10.4,22.0,0.6,0.5,1.1,0.105,0.2,-2.2,-2.0,0.0,0.43799999999999994,0.406,0.456,0.51,0.961,0.045454545454545456,23.045454545454547,0.09090909090909091,1.7272727272727273,1.8181818181818181,1.6818181818181819,0.5,0.0,1.1363636363636365,1.7727272727272727,11.227272727272727,3.8636363636363638,8.818181818181818,1.2727272727272727,3.1363636363636362,2.590909090909091,5.681818181818182,2.227272727272727,2.3181818181818183,63065000,5.153413145167684
10596,2014.0,George Hill,8000000.0,1.0,27.0,IND,76.0,76.0,13.4,0.563,0.42200000000000004,0.28600000000000003,2.6,10.1,6.5,17.2,1.6,0.7,11.7,14.8,3.8,4.0,7.8,0.154,1.0,1.4,2.4,2.7,0.442,0.365,0.49700000000000005,0.519,0.807,1.0,32.026315789473685,0.6973684210526315,3.026315789473684,3.723684210526316,3.486842105263158,0.9868421052631579,0.3026315789473684,1.2105263157894737,2.0789473684210527,10.276315789473685,3.5789473684210527,8.105263157894736,1.25,3.4210526315789473,2.3289473684210527,4.684210526315789,1.868421052631579,2.3157894736842106,63065000,12.685324665028144
10597,2014.0,Gerald Green,3500000.0,2.0,28.0,PHO,82.0,48.0,16.5,0.585,0.507,0.22899999999999998,2.3,10.9,6.6,8.6,1.5,1.4,11.6,23.6,4.2,1.9,6.1,0.126,2.4,-1.4,1.0,1.8,0.445,0.4,0.49200000000000005,0.547,0.848,0.5853658536585366,28.414634146341463,0.5853658536585366,2.768292682926829,3.3536585365853657,1.4878048780487805,0.8536585365853658,0.5121951219512195,1.7682926829268293,2.682926829268293,15.792682926829269,5.463414634146342,12.268292682926829,2.4878048780487805,6.219512195121951,2.975609756097561,6.048780487804878,2.3780487804878048,2.8048780487804876,63065000,5.549829540949814
10599,2014.0,Gerald Wallace,10105855.0,3.0,31.0,BOS,58.0,16.0,10.0,0.5429999999999999,0.278,0.439,2.8,14.5,8.5,14.9,2.7,0.8,26.1,11.6,-0.3,1.6,1.3,0.043,-2.5,2.2,-0.3,0.6,0.504,0.297,0.584,0.546,0.465,0.27586206896551724,24.413793103448278,0.6206896551724138,3.0344827586206895,3.6551724137931036,2.4655172413793105,1.2586206896551724,0.2413793103448276,1.6724137931034482,1.3620689655172413,5.137931034482759,2.0,3.9655172413793105,0.3275862068965517,1.103448275862069,1.6724137931034482,2.8620689655172415,0.8103448275862069,1.7413793103448276,63065000,16.02450646158725
10600,2014.0,Giannis Antetokounmpo,1873200.0,3.0,19.0,MIL,77.0,23.0,10.8,0.518,0.282,0.483,4.6,16.3,10.2,12.1,1.7,2.6,19.4,15.0,0.1,1.1,1.2,0.031,-2.5,0.7,-1.8,0.1,0.414,0.34700000000000003,0.44,0.46299999999999997,0.6829999999999999,0.2987012987012987,24.636363636363637,1.0129870129870129,3.3896103896103895,4.402597402597403,1.948051948051948,0.7792207792207793,0.7922077922077922,1.5844155844155845,2.2467532467532467,6.818181818181818,2.2467532467532467,5.428571428571429,0.5324675324675324,1.5324675324675325,1.7142857142857142,3.896103896103896,1.7922077922077921,2.6233766233766236,63065000,2.9702687703163404
10602,2014.0,Glen Davis,6600000.0,4.0,28.0,ORL,45.0,43.0,13.7,0.485,0.02,0.223,7.2,16.4,11.8,8.8,1.7,1.3,9.5,20.9,0.2,1.3,1.5,0.053,-2.5,0.2,-2.3,-0.1,0.45299999999999996,0.4,0.45399999999999996,0.457,0.675,0.9555555555555556,30.08888888888889,1.9333333333333333,4.333333333333333,6.266666666666667,1.5555555555555556,1.0222222222222221,0.4888888888888889,1.3111111111111111,2.466666666666667,12.11111111111111,5.155555555555556,11.377777777777778,0.08888888888888889,0.2222222222222222,5.066666666666666,11.155555555555555,1.711111111111111,2.533333333333333,63065000,10.46539284864822
10603,2014.0,Glen Davis,6600000.0,4.0,28.0,LAC,23.0,1.0,10.3,0.527,0.012,0.284,7.8,16.7,12.4,3.3,1.9,1.7,15.7,15.5,0.1,0.4,0.5,0.079,-3.8,0.6,-3.2,-0.1,0.48100000000000004,0.0,0.488,0.48100000000000004,0.7829999999999999,0.043478260869565216,13.391304347826088,0.9130434782608695,2.0869565217391304,3.0,0.30434782608695654,0.5217391304347826,0.30434782608695654,0.7391304347826086,2.0869565217391304,4.173913043478261,1.6956521739130435,3.5217391304347827,0.0,0.043478260869565216,1.6956521739130435,3.4782608695652173,0.782608695652174,1.0,63065000,10.46539284864822
10605,2014.0,Goran Dragic,7500000.0,2.0,27.0,PHO,76.0,75.0,21.4,0.604,0.27399999999999997,0.381,2.9,7.4,5.2,28.1,2.0,0.6,14.3,24.5,8.4,2.0,10.3,0.18600000000000003,4.9,-1.1,3.9,4.0,0.505,0.408,0.542,0.561,0.76,0.9868421052631579,35.10526315789474,0.9078947368421053,2.3157894736842106,3.223684210526316,5.881578947368421,1.368421052631579,0.2894736842105263,2.8026315789473686,2.710526315789474,20.289473684210527,7.2631578947368425,14.381578947368421,1.605263157894737,3.9342105263157894,5.657894736842105,10.447368421052632,4.157894736842105,5.473684210526316,63065000,11.892491873463888
10606,2014.0,Gordon Hayward,14746000.0,3.0,23.0,UTA,77.0,77.0,16.2,0.52,0.271,0.369,2.5,14.0,8.0,24.1,2.1,1.1,15.0,23.1,2.2,1.5,3.6,0.062,1.0,0.0,1.0,2.1,0.413,0.304,0.45299999999999996,0.45399999999999996,0.816,1.0,36.36363636363637,0.8051948051948052,4.2727272727272725,5.077922077922078,5.194805194805195,1.4285714285714286,0.5194805194805194,2.7532467532467533,2.012987012987013,16.207792207792206,5.532467532467533,13.402597402597403,1.103896103896104,3.6363636363636362,4.428571428571429,9.766233766233766,4.038961038961039,4.9480519480519485,63065000,23.38222468881313
10607,2014.0,Gorgui Dieng,1413480.0,5.0,24.0,MIN,60.0,15.0,16.5,0.534,0.004,0.41,13.4,26.9,20.0,7.2,1.8,4.6,16.8,16.8,0.7,1.5,2.2,0.129,-2.4,3.1,0.7,0.5,0.498,1.0,0.496,0.5,0.634,0.25,13.633333333333333,1.7166666666666666,3.283333333333333,5.0,0.65,0.5,0.8333333333333334,0.9,1.8,4.766666666666667,1.8833333333333333,3.783333333333333,0.016666666666666666,0.016666666666666666,1.8666666666666667,3.7666666666666666,0.9833333333333333,1.55,63065000,2.241306588440498
10608,2014.0,Greg Monroe,5479934.0,4.0,23.0,DET,82.0,82.0,18.1,0.531,0.001,0.36200000000000004,9.9,21.6,15.4,10.3,1.7,1.4,12.4,21.4,3.7,2.3,5.9,0.106,0.0,0.4,0.3,1.6,0.49700000000000005,0.0,0.49700000000000005,0.49700000000000005,0.657,1.0,32.80487804878049,3.1219512195121952,6.146341463414634,9.268292682926829,2.0853658536585367,1.1097560975609757,0.573170731707317,2.024390243902439,2.5,15.231707317073171,6.146341463414634,12.378048780487806,0.0,0.012195121951219513,6.146341463414634,12.365853658536585,2.9390243902439024,4.475609756097561,63065000,8.689342741615794
10611,2014.0,Greg Stiemsma,981084.0,5.0,28.0,NOP,55.0,20.0,9.7,0.584,0.008,0.262,8.2,18.0,13.0,5.0,1.8,4.7,24.4,8.1,0.5,1.0,1.5,0.07200000000000001,-2.3,2.9,0.6,0.7,0.574,0.0,0.579,0.574,0.594,0.36363636363636365,18.30909090909091,1.309090909090909,2.8,4.109090909090909,0.6545454545454545,0.6363636363636364,1.0363636363636364,0.8,3.0727272727272728,2.890909090909091,1.2727272727272727,2.2181818181818183,0.0,0.01818181818181818,1.2727272727272727,2.2,0.34545454545454546,0.5818181818181818,63065000,1.555671132958059
10613,2014.0,Greivis Vasquez,6400000.0,1.0,27.0,SAC,18.0,18.0,14.1,0.536,0.33299999999999996,0.213,1.2,7.1,4.1,32.8,0.7,0.2,14.1,18.1,0.9,0.1,0.9,0.09699999999999999,0.9,-3.8,-3.0,-0.1,0.433,0.32,0.49,0.48700000000000004,0.938,1.0,25.833333333333332,0.2777777777777778,1.6111111111111112,1.8888888888888888,5.277777777777778,0.3333333333333333,0.05555555555555555,1.5,2.111111111111111,9.777777777777779,3.611111111111111,8.333333333333334,0.8888888888888888,2.7777777777777777,2.7222222222222223,5.555555555555555,1.6666666666666667,1.7777777777777777,63065000,10.148259732022517
10614,2014.0,Greivis Vasquez,6400000.0,2.0,27.0,TOR,61.0,5.0,14.2,0.537,0.47,0.15,1.3,11.1,6.2,29.5,1.0,0.2,15.7,22.2,1.6,1.1,2.6,0.096,1.3,-2.2,-0.8,0.4,0.41700000000000004,0.389,0.442,0.509,0.855,0.08196721311475409,21.540983606557376,0.2459016393442623,2.0327868852459017,2.278688524590164,3.737704918032787,0.4098360655737705,0.06557377049180328,1.6557377049180328,1.721311475409836,9.540983606557377,3.4754098360655736,8.327868852459016,1.5245901639344261,3.918032786885246,1.9508196721311475,4.409836065573771,1.0655737704918034,1.2459016393442623,63065000,10.148259732022517
10617,2014.0,Harrison Barnes,3049920.0,3.0,21.0,GSW,78.0,24.0,9.8,0.486,0.28,0.267,3.3,11.9,7.7,7.6,1.5,0.7,10.0,16.8,0.4,2.8,3.2,0.07,-2.3,0.9,-1.4,0.3,0.39899999999999997,0.34700000000000003,0.419,0.44799999999999995,0.718,0.3076923076923077,28.256410256410255,0.8461538461538461,3.141025641025641,3.9871794871794872,1.4871794871794872,0.8333333333333334,0.2564102564102564,1.0769230769230769,2.0256410256410255,9.461538461538462,3.4743589743589745,8.705128205128204,0.8461538461538461,2.4358974358974357,2.628205128205128,6.269230769230769,1.6666666666666667,2.3205128205128207,63065000,4.836153175295331
10619,2014.0,Hedo Turkoglu,1448490.0,3.0,34.0,LAC,38.0,0.0,11.3,0.49200000000000005,0.45899999999999996,0.165,3.2,21.4,12.6,11.9,2.4,2.0,12.0,15.0,0.1,0.7,0.8,0.095,-1.9,2.1,0.2,0.2,0.385,0.44,0.33899999999999997,0.486,0.5,0.0,10.31578947368421,0.2894736842105263,2.0526315789473686,2.3421052631578947,0.868421052631579,0.5,0.2631578947368421,0.42105263157894735,1.3157894736842106,3.026315789473684,1.105263157894737,2.8684210526315788,0.5789473684210527,1.3157894736842106,0.5263157894736842,1.5526315789473684,0.23684210526315788,0.47368421052631576,63065000,2.296820740505827
10621,2014.0,Henry Sims,915243.0,5.0,23.0,CLE,20.0,0.0,10.7,0.43,0.0,0.311,14.4,23.2,18.7,4.5,1.5,3.5,13.5,15.7,0.0,0.2,0.2,0.059000000000000004,-4.8,0.8,-4.1,-0.1,0.4,0.0,0.4,0.4,0.5710000000000001,0.0,8.4,1.1,1.7,2.8,0.25,0.25,0.35,0.4,1.6,2.2,0.9,2.25,0.0,0.0,0.9,2.25,0.4,0.7,63065000,1.4512693252992945
10622,2014.0,Henry Sims,915243.0,5.0,23.0,PHI,26.0,25.0,17.4,0.5539999999999999,0.004,0.467,12.1,15.7,13.8,10.6,1.6,1.5,10.7,18.5,1.5,0.4,1.9,0.128,0.0,-0.6,-0.6,0.3,0.489,0.0,0.491,0.489,0.7659999999999999,0.9615384615384616,27.192307692307693,3.1538461538461537,3.8076923076923075,6.961538461538462,1.8076923076923077,0.8846153846153846,0.5,1.2692307692307692,3.230769230769231,11.76923076923077,4.3076923076923075,8.807692307692308,0.0,0.038461538461538464,4.3076923076923075,8.76923076923077,3.1538461538461537,4.115384615384615,63065000,1.4512693252992945
10624,2014.0,Hollis Thompson,816482.0,3.0,22.0,PHI,77.0,41.0,9.5,0.57,0.449,0.196,4.4,11.2,7.7,6.1,1.5,0.5,12.9,11.3,1.4,0.6,2.0,0.055,-1.8,-1.2,-3.0,-0.4,0.46,0.401,0.507,0.55,0.7120000000000001,0.5324675324675324,22.623376623376622,0.948051948051948,2.25974025974026,3.207792207792208,0.948051948051948,0.6883116883116883,0.15584415584415584,0.7792207792207793,1.87012987012987,5.987012987012987,2.220779220779221,4.8311688311688314,0.8701298701298701,2.168831168831169,1.3506493506493507,2.6623376623376624,0.6753246753246753,0.948051948051948,63065000,1.294667406643939
10625,2014.0,Ian Clark,816482.0,2.0,22.0,UTA,23.0,0.0,9.2,0.485,0.46299999999999997,0.10400000000000001,1.9,11.1,6.4,14.7,2.4,0.9,16.7,22.4,-0.2,0.1,-0.1,-0.025,-2.6,-2.1,-4.7,-0.1,0.38799999999999996,0.355,0.41700000000000004,0.47,0.7140000000000001,0.0,7.478260869565218,0.13043478260869565,0.6956521739130435,0.8260869565217391,0.6521739130434783,0.34782608695652173,0.08695652173913043,0.6086956521739131,1.0434782608695652,2.9565217391304346,1.1304347826086956,2.9130434782608696,0.4782608695652174,1.3478260869565217,0.6521739130434783,1.565217391304348,0.21739130434782608,0.30434782608695654,63065000,1.294667406643939
10626,2014.0,Ian Mahinmi,4000000.0,5.0,27.0,IND,77.0,1.0,10.2,0.5379999999999999,0.005,0.767,10.1,12.9,11.6,2.9,1.7,4.4,18.7,11.4,0.7,2.7,3.3,0.129,-3.3,3.6,0.3,0.7,0.48100000000000004,0.0,0.484,0.48100000000000004,0.621,0.012987012987012988,16.207792207792206,1.3896103896103895,1.948051948051948,3.3376623376623376,0.3116883116883117,0.5324675324675324,0.935064935064935,0.7532467532467533,2.688311688311688,3.5324675324675323,1.1818181818181819,2.4545454545454546,0.0,0.012987012987012988,1.1818181818181819,2.4415584415584415,1.1688311688311688,1.8831168831168832,63065000,6.342662332514072
10627,2014.0,Iman Shumpert,2616975.0,2.0,23.0,NYK,74.0,58.0,9.6,0.48,0.47100000000000003,0.147,4.7,14.0,9.2,9.8,2.5,0.6,13.3,14.1,0.4,1.6,2.0,0.048,-0.8,0.7,-0.1,0.9,0.37799999999999995,0.33299999999999996,0.418,0.457,0.746,0.7837837837837838,26.513513513513512,1.0945945945945945,3.0675675675675675,4.162162162162162,1.7432432432432432,1.2432432432432432,0.17567567567567569,1.0675675675675675,2.824324324324324,6.6891891891891895,2.472972972972973,6.54054054054054,1.027027027027027,3.081081081081081,1.445945945945946,3.4594594594594597,0.7162162162162162,0.9594594594594594,63065000,4.149647189407754
10628,2014.0,Isaiah Canaan,816482.0,1.0,22.0,HOU,22.0,0.0,9.5,0.506,0.632,0.33299999999999996,3.3,7.1,5.3,13.2,1.6,1.2,17.4,21.0,0.0,0.2,0.2,0.031,-1.4,-2.0,-3.4,-0.1,0.35600000000000004,0.327,0.406,0.46,0.7240000000000001,0.0,11.454545454545455,0.3181818181818182,0.7727272727272727,1.0909090909090908,1.0,0.36363636363636365,0.18181818181818182,0.9545454545454546,1.1363636363636365,4.590909090909091,1.4090909090909092,3.9545454545454546,0.8181818181818182,2.5,0.5909090909090909,1.4545454545454546,0.9545454545454546,1.3181818181818181,63065000,1.294667406643939
10629,2014.0,Isaiah Thomas,7238606.0,1.0,24.0,SAC,72.0,54.0,20.5,0.574,0.332,0.371,2.1,7.5,4.7,32.2,1.9,0.3,14.3,26.3,6.4,1.3,7.7,0.149,5.0,-2.1,2.9,3.1,0.45299999999999996,0.349,0.504,0.51,0.85,0.75,34.68055555555556,0.6527777777777778,2.263888888888889,2.9166666666666665,6.305555555555555,1.2916666666666667,0.1111111111111111,2.9583333333333335,2.5694444444444446,20.34722222222222,6.888888888888889,15.222222222222221,1.7638888888888888,5.055555555555555,5.125,10.166666666666666,4.805555555555555,5.652777777777778,63065000,11.478008404027591
10630,2014.0,Ish Smith,981084.0,1.0,25.0,PHO,70.0,1.0,11.7,0.43799999999999994,0.08199999999999999,0.139,3.5,10.9,7.2,26.0,2.4,1.0,17.9,15.9,0.0,1.0,1.0,0.048,-2.7,0.5,-2.3,-0.1,0.423,0.043,0.457,0.425,0.564,0.014285714285714285,14.371428571428572,0.44285714285714284,1.4,1.8428571428571427,2.557142857142857,0.7,0.18571428571428572,0.9285714285714286,0.9428571428571428,3.7285714285714286,1.7,4.014285714285714,0.014285714285714285,0.32857142857142857,1.6857142857142857,3.6857142857142855,0.3142857142857143,0.5571428571428572,63065000,1.555671132958059
10632,2014.0,J.J. Hickson,5381750.0,4.0,25.0,DEN,69.0,52.0,16.2,0.521,0.012,0.44299999999999995,11.9,24.8,18.3,8.4,1.2,2.0,14.1,20.8,1.3,2.1,3.3,0.086,-1.7,0.8,-0.8,0.6,0.508,0.0,0.514,0.508,0.517,0.7536231884057971,26.942028985507246,2.9855072463768115,6.173913043478261,9.159420289855072,1.391304347826087,0.6811594202898551,0.7391304347826086,1.855072463768116,2.5652173913043477,11.797101449275363,4.811594202898551,9.478260869565217,0.0,0.11594202898550725,4.811594202898551,9.36231884057971,2.1739130434782608,4.202898550724638,63065000,8.533655752001902
10633,2014.0,J.J. Redick,6583500.0,2.0,29.0,LAC,35.0,34.0,16.6,0.598,0.465,0.266,1.0,7.1,4.2,12.6,1.4,0.2,8.6,21.8,2.3,0.7,3.0,0.147,2.9,-2.1,0.8,0.7,0.455,0.395,0.507,0.546,0.915,0.9714285714285714,28.2,0.2571428571428571,1.8571428571428572,2.1142857142857143,2.2285714285714286,0.8,0.08571428571428572,1.2,1.8571428571428572,15.2,5.171428571428572,11.371428571428572,2.085714285714286,5.285714285714286,3.085714285714286,6.085714285714285,2.7714285714285714,3.0285714285714285,63065000,10.439229366526598
10634,2014.0,J.R. Smith,6516000.0,3.0,28.0,NYK,74.0,37.0,14.0,0.527,0.503,0.145,1.7,13.1,7.2,15.1,1.4,0.7,9.6,21.6,2.5,1.2,3.7,0.073,1.8,-1.6,0.1,1.3,0.415,0.39399999999999996,0.436,0.514,0.652,0.5,32.71621621621622,0.47297297297297297,3.527027027027027,4.0,2.9594594594594597,0.8783783783783784,0.2702702702702703,1.4594594594594594,2.6486486486486487,14.472972972972974,5.351351351351352,12.905405405405405,2.554054054054054,6.486486486486487,2.7972972972972974,6.418918918918919,1.2162162162162162,1.864864864864865,63065000,10.332196939665424
10635,2014.0,Jae Crowder,915243.0,3.0,23.0,DAL,78.0,8.0,11.9,0.551,0.51,0.20600000000000002,4.3,13.5,8.9,6.7,2.4,1.4,11.3,13.2,1.2,1.1,2.3,0.08900000000000001,0.0,0.6,0.6,0.8,0.439,0.331,0.552,0.524,0.754,0.10256410256410256,16.076923076923077,0.5897435897435898,1.8974358974358974,2.4871794871794872,0.7692307692307693,0.7564102564102564,0.2692307692307692,0.5256410256410257,1.2820512820512822,4.564102564102564,1.6666666666666667,3.7948717948717947,0.6410256410256411,1.935897435897436,1.0256410256410255,1.858974358974359,0.5897435897435898,0.782051282051282,63065000,1.4512693252992945
10636,2014.0,Jamaal Franklin,163296.0,2.0,22.0,MEM,21.0,0.0,4.7,0.489,0.282,0.051,2.9,14.0,8.5,5.4,1.3,1.0,21.6,14.6,-0.2,0.2,0.0,-0.002,-5.1,-0.2,-5.4,-0.1,0.41,0.455,0.39299999999999996,0.474,1.0,0.0,7.666666666666667,0.19047619047619047,0.9047619047619048,1.0952380952380953,0.2857142857142857,0.19047619047619047,0.09523809523809523,0.5238095238095238,1.0952380952380953,1.8571428571428572,0.7619047619047619,1.8571428571428572,0.23809523809523808,0.5238095238095238,0.5238095238095238,1.3333333333333333,0.09523809523809523,0.09523809523809523,63065000,0.25893284706255454
10638,2014.0,Jamal Crawford,5450000.0,2.0,33.0,LAC,69.0,24.0,17.3,0.556,0.441,0.318,1.9,6.4,4.2,17.4,1.4,0.4,10.5,27.2,3.8,1.5,5.3,0.122,2.7,-2.6,0.2,1.2,0.41600000000000004,0.361,0.46,0.496,0.866,0.34782608695652173,30.347826086956523,0.4927536231884058,1.7971014492753623,2.289855072463768,3.2318840579710146,0.855072463768116,0.17391304347826086,1.9565217391304348,1.7391304347826086,18.579710144927535,6.101449275362318,14.652173913043478,2.3333333333333335,6.463768115942029,3.7681159420289854,8.18840579710145,4.043478260869565,4.666666666666667,63065000,8.641877428050424
10639,2014.0,Jameer Nelson,2732000.0,1.0,31.0,ORL,68.0,68.0,13.9,0.515,0.523,0.15,1.5,10.5,6.0,35.1,1.2,0.2,17.3,20.1,1.6,1.2,2.8,0.062,1.1,-2.2,-1.1,0.5,0.39399999999999996,0.348,0.444,0.485,0.857,1.0,32.044117647058826,0.4264705882352941,2.9705882352941178,3.3970588235294117,7.0,0.7647058823529411,0.07352941176470588,2.4411764705882355,2.1470588235294117,12.058823529411764,4.323529411764706,10.985294117647058,2.0,5.75,2.323529411764706,5.235294117647059,1.411764705882353,1.6470588235294117,63065000,4.332038373107112
