,Season,Name,Salary,Pos,Age,Team,GP,GS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG%,3P%,2P%,eFG%,FT%,GS/GP,MPG,ORPG,DRPG,RPG,APG,SPG,BPG,TPG,PFPG,PPG,FGPG,FGAPG,3PPG,3PAPG,2PPG,2PAPG,FTPG,FTAPG,Cap,% of Cap
10510,2014.0,Courtney Lee,5450000.0,2.0,28.0,BOS,30.0,0.0,14.6,0.573,0.284,0.12,1.8,9.5,5.5,10.9,2.0,1.4,11.5,19.2,0.6,0.4,1.0,0.094,-0.4,-0.9,-1.2,0.1,0.49200000000000005,0.442,0.511,0.555,0.818,0.0,16.8,0.26666666666666666,1.3666666666666667,1.6333333333333333,1.0666666666666667,0.6666666666666666,0.3,0.8333333333333334,1.2333333333333334,7.366666666666666,3.0,6.1,0.7666666666666667,1.7333333333333334,2.2333333333333334,4.366666666666666,0.6,0.7333333333333333,63065000,8.641877428050424
10511,2014.0,Courtney Lee,5450000.0,2.0,28.0,MEM,49.0,47.0,13.5,0.574,0.32899999999999996,0.209,1.7,9.5,5.6,8.7,1.6,1.1,9.3,16.3,2.2,1.5,3.7,0.12,0.8,0.2,1.0,1.1,0.47600000000000003,0.345,0.54,0.532,0.9,0.9591836734693877,29.979591836734695,0.42857142857142855,2.3877551020408165,2.816326530612245,1.6938775510204083,0.9183673469387755,0.3877551020408163,0.9795918367346939,1.836734693877551,11.020408163265307,4.183673469387755,8.795918367346939,1.0,2.8979591836734695,3.183673469387755,5.8979591836734695,1.653061224489796,1.836734693877551,63065000,8.641877428050424
10514,2014.0,D.J. Augustin,3000000.0,1.0,26.0,CHI,61.0,9.0,16.8,0.574,0.46299999999999997,0.318,0.9,6.7,3.9,29.3,1.5,0.1,12.8,22.5,4.0,2.4,6.4,0.166,3.1,-2.1,1.0,1.4,0.419,0.41100000000000003,0.426,0.514,0.882,0.14754098360655737,30.442622950819672,0.2459016393442623,1.819672131147541,2.0655737704918034,4.967213114754099,0.8524590163934426,0.04918032786885246,1.901639344262295,2.2950819672131146,14.901639344262295,4.770491803278689,11.37704918032787,2.1639344262295084,5.262295081967213,2.6065573770491803,6.114754098360656,3.19672131147541,3.622950819672131,63065000,4.7569967493855545
10517,2014.0,Damian Lillard,3340920.0,1.0,23.0,POR,82.0,82.0,18.6,0.568,0.425,0.327,1.3,9.2,5.3,25.1,1.1,0.5,11.5,25.0,7.8,1.8,9.6,0.157,4.4,-1.7,2.7,3.5,0.424,0.39399999999999996,0.447,0.508,0.871,1.0,35.81707317073171,0.4268292682926829,3.0853658536585367,3.5121951219512195,5.573170731707317,0.7804878048780488,0.2682926829268293,2.3536585365853657,2.402439024390244,20.670731707317074,6.7439024390243905,15.902439024390244,2.658536585365854,6.7560975609756095,4.085365853658536,9.146341463414634,4.524390243902439,5.195121951219512,63065000,5.297581859985729
10521,2014.0,Danny Granger,2077000.0,3.0,30.0,IND,29.0,2.0,10.3,0.491,0.42200000000000004,0.23800000000000002,4.3,13.3,9.0,8.1,0.7,1.5,12.8,19.8,0.0,1.0,1.0,0.075,-2.5,-0.1,-2.6,-0.1,0.359,0.33,0.38,0.428,0.9620000000000001,0.06896551724137931,22.517241379310345,0.8275862068965517,2.793103448275862,3.6206896551724137,1.1379310344827587,0.3103448275862069,0.4482758620689655,1.2413793103448276,1.4137931034482758,8.344827586206897,2.7586206896551726,7.689655172413793,1.0689655172413792,3.2413793103448274,1.6896551724137931,4.448275862068965,1.7586206896551724,1.8275862068965518,63065000,3.2934274161579324
10523,2014.0,Danny Green,4025000.0,2.0,26.0,SAS,68.0,59.0,13.9,0.58,0.63,0.125,1.8,13.4,7.8,8.9,2.0,2.7,12.5,16.7,1.4,2.8,4.2,0.122,1.2,2.1,3.3,2.2,0.43200000000000005,0.415,0.46,0.562,0.794,0.8676470588235294,24.279411764705884,0.36764705882352944,3.0,3.3676470588235294,1.5294117647058822,0.9558823529411765,0.8970588235294118,1.1176470588235294,1.5735294117647058,9.088235294117647,3.2058823529411766,7.426470588235294,1.9411764705882353,4.676470588235294,1.2647058823529411,2.75,0.7352941176470589,0.9264705882352942,63065000,6.382303972092286
10524,2014.0,Dante Cunningham,831942.0,4.0,26.0,MIN,81.0,7.0,12.6,0.474,0.01,0.132,7.3,14.9,11.0,7.7,1.9,2.7,7.2,15.1,0.9,2.0,2.9,0.085,-2.2,2.1,-0.1,0.8,0.46399999999999997,0.0,0.46799999999999997,0.46399999999999997,0.5670000000000001,0.08641975308641975,20.185185185185187,1.382716049382716,2.691358024691358,4.074074074074074,1.0246913580246915,0.7654320987654321,0.7160493827160493,0.5185185185185185,1.8024691358024691,6.296296296296297,2.9135802469135803,6.283950617283951,0.0,0.06172839506172839,2.9135802469135803,6.222222222222222,0.4691358024691358,0.8271604938271605,63065000,1.3191817965591057
10526,2014.0,Darius Miller,400000.0,3.0,23.0,NOP,45.0,7.0,9.0,0.55,0.46399999999999997,0.217,1.4,7.0,4.2,8.7,1.7,1.0,10.8,12.8,0.6,0.2,0.8,0.055,-0.7,-1.7,-2.3,-0.1,0.44,0.325,0.539,0.515,0.8059999999999999,0.15555555555555556,16.066666666666666,0.2,0.9555555555555556,1.1555555555555554,0.9555555555555556,0.5333333333333333,0.2,0.4888888888888889,1.9555555555555555,4.444444444444445,1.6222222222222222,3.688888888888889,0.5555555555555556,1.711111111111111,1.0666666666666667,1.9777777777777779,0.6444444444444445,0.8,63065000,0.6342662332514073
10531,2014.0,Darrell Arthur,3457149.0,3.0,25.0,DEN,68.0,1.0,9.4,0.45899999999999996,0.156,0.151,4.8,14.7,9.8,8.0,1.6,3.0,11.7,18.1,-0.5,1.2,0.7,0.028999999999999998,-3.8,1.0,-2.8,-0.2,0.395,0.375,0.39899999999999997,0.424,0.855,0.014705882352941176,17.073529411764707,0.7647058823529411,2.323529411764706,3.088235294117647,0.8970588235294118,0.5735294117647058,0.6911764705882353,0.8529411764705882,2.7205882352941178,5.897058823529412,2.3823529411764706,6.029411764705882,0.35294117647058826,0.9411764705882353,2.0294117647058822,5.088235294117647,0.7794117647058824,0.9117647058823529,63065000,5.481882185047174
10532,2014.0,Darren Collison,4797664.0,1.0,26.0,LAC,80.0,35.0,16.2,0.575,0.272,0.32299999999999995,2.6,7.3,5.0,21.9,2.2,0.6,14.3,19.7,3.8,2.0,5.9,0.136,1.4,-0.4,1.0,1.6,0.467,0.376,0.501,0.518,0.857,0.4375,25.8625,0.5875,1.7625,2.35,3.7125,1.1625,0.1875,1.65,1.875,11.3875,4.05,8.675,0.8875,2.3625,3.1625,6.3125,2.4,2.8,63065000,7.6074906842146985
10533,2014.0,David Lee,15012000.0,4.0,30.0,GSW,69.0,67.0,19.1,0.5660000000000001,0.001,0.302,8.8,21.6,15.3,10.9,1.0,0.9,12.0,24.3,4.1,3.5,7.6,0.16,-0.1,0.8,0.8,1.6,0.523,0.0,0.523,0.523,0.78,0.9710144927536232,33.15942028985507,2.63768115942029,6.681159420289855,9.318840579710145,2.130434782608696,0.6956521739130435,0.37681159420289856,2.2028985507246377,2.9855072463768115,18.217391304347824,7.434782608695652,14.217391304347826,0.0,0.014492753623188406,7.434782608695652,14.202898550724637,3.347826086956522,4.2898550724637685,63065000,23.804011733925314
10534,2014.0,David West,12000000.0,4.0,33.0,IND,80.0,80.0,17.5,0.5329999999999999,0.016,0.267,5.7,18.3,12.3,16.1,1.3,2.3,11.2,21.9,3.1,5.0,8.1,0.157,-0.6,2.7,2.0,2.5,0.488,0.267,0.491,0.49,0.789,1.0,30.9,1.5,5.275,6.775,2.7875,0.7625,0.925,1.6625,2.325,13.975,5.725,11.7375,0.05,0.1875,5.675,11.55,2.475,3.1375,63065000,19.027986997542218
10535,2014.0,DeAndre Jordan,11440124.0,5.0,25.0,LAC,82.0,82.0,18.2,0.63,0.0,0.726,13.3,29.3,21.6,3.7,1.4,5.4,15.3,12.4,5.3,5.8,11.1,0.18600000000000003,-0.1,4.2,4.1,4.4,0.6759999999999999,0.0,0.6759999999999999,0.6759999999999999,0.428,1.0,35.0,4.036585365853658,9.548780487804878,13.585365853658537,0.9024390243902439,0.975609756097561,2.475609756097561,1.5,3.2195121951219514,10.439024390243903,4.2439024390243905,6.280487804878049,0.0,0.0,4.2439024390243905,6.280487804878049,1.951219512195122,4.560975609756097,63065000,18.140210893522557
10537,2014.0,DeJuan Blair,2000000.0,4.0,24.0,DAL,78.0,13.0,17.3,0.557,0.005,0.308,13.3,21.6,17.5,8.9,2.5,1.4,14.7,19.6,1.8,1.5,3.4,0.133,-0.2,0.8,0.6,0.8,0.534,0.0,0.537,0.534,0.636,0.16666666666666666,15.564102564102564,1.7820512820512822,2.9358974358974357,4.717948717948718,0.8974358974358975,0.7692307692307693,0.2692307692307692,0.9871794871794872,2.4615384615384617,6.371794871794871,2.6923076923076925,5.038461538461538,0.0,0.02564102564102564,2.6923076923076925,5.012820512820513,0.9871794871794872,1.5512820512820513,63065000,3.171331166257036
10538,2014.0,DeMar DeRozan,9500000.0,2.0,24.0,TOR,79.0,79.0,18.4,0.532,0.149,0.44799999999999995,2.0,11.3,6.6,18.9,1.5,0.7,9.5,28.0,5.8,3.0,8.8,0.141,1.4,-0.7,0.7,2.0,0.429,0.305,0.451,0.452,0.8240000000000001,1.0,38.18987341772152,0.6455696202531646,3.6962025316455698,4.341772151898734,3.962025316455696,1.0886075949367089,0.35443037974683544,2.2278481012658227,2.4936708860759493,22.670886075949365,7.6455696202531644,17.810126582278482,0.810126582278481,2.6582278481012658,6.8354430379746836,15.151898734177216,6.569620253164557,7.974683544303797,63065000,15.063823039720923
10539,2014.0,DeMarcus Cousins,13701250.0,5.0,23.0,SAC,71.0,71.0,26.1,0.555,0.006,0.5,10.6,30.5,20.4,17.8,2.4,3.2,14.7,32.7,4.1,3.8,7.9,0.166,1.9,2.9,4.7,3.9,0.496,0.0,0.499,0.496,0.726,1.0,32.36619718309859,3.0704225352112675,8.633802816901408,11.704225352112676,2.915492957746479,1.5352112676056338,1.2816901408450705,3.535211267605634,3.8028169014084505,22.732394366197184,8.32394366197183,16.774647887323944,0.0,0.09859154929577464,8.32394366197183,16.676056338028168,6.084507042253521,8.380281690140846,63065000,21.72560057083961
10540,2014.0,DeMarre Carroll,2442455.0,3.0,27.0,ATL,73.0,73.0,13.9,0.575,0.41700000000000004,0.22,5.3,14.5,10.0,8.9,2.3,0.7,10.1,15.2,3.2,2.6,5.8,0.11900000000000001,1.0,1.1,2.1,2.4,0.47,0.36200000000000004,0.5479999999999999,0.546,0.773,1.0,32.06849315068493,1.4657534246575343,4.054794520547945,5.52054794520548,1.8356164383561644,1.4794520547945205,0.2876712328767123,1.082191780821918,2.5753424657534247,11.095890410958905,4.136986301369863,8.794520547945206,1.3287671232876712,3.671232876712329,2.808219178082192,5.123287671232877,1.4931506849315068,1.9315068493150684,63065000,3.8729168318401648
10541,2014.0,Dennis Schroder,1690680.0,1.0,20.0,ATL,49.0,0.0,5.8,0.442,0.223,0.22899999999999998,0.9,9.9,5.4,22.0,1.3,0.0,22.8,19.0,-1.1,0.4,-0.7,-0.054000000000000006,-6.2,-2.1,-8.3,-1.0,0.38299999999999995,0.23800000000000002,0.425,0.41,0.674,0.0,13.081632653061224,0.10204081632653061,1.1224489795918366,1.2244897959183674,1.8979591836734695,0.3469387755102041,0.0,1.2448979591836735,1.1020408163265305,3.7346938775510203,1.469387755102041,3.836734693877551,0.20408163265306123,0.8571428571428571,1.2653061224489797,2.979591836734694,0.5918367346938775,0.8775510204081632,63065000,2.680853088083723
10543,2014.0,Deron Williams,19754465.0,1.0,29.0,BRK,64.0,58.0,17.6,0.564,0.374,0.302,0.9,8.9,4.9,32.8,2.4,0.5,15.0,21.8,3.8,1.5,5.4,0.125,2.7,-1.5,1.2,1.6,0.45,0.366,0.5,0.518,0.8009999999999999,0.90625,32.171875,0.234375,2.390625,2.625,6.125,1.453125,0.203125,2.234375,2.3125,14.296875,5.03125,11.1875,1.53125,4.1875,3.5,7.0,2.703125,3.375,63065000,31.323975263616905
10544,2014.0,Derrick Favors,12833333.0,4.0,22.0,UTA,73.0,73.0,19.0,0.556,0.001,0.38,10.1,23.7,16.7,7.3,1.8,3.8,12.9,20.8,2.9,2.3,5.1,0.11199999999999999,-0.8,1.4,0.7,1.5,0.522,0.0,0.523,0.522,0.669,1.0,30.15068493150685,2.7260273972602738,6.0,8.726027397260275,1.2465753424657535,1.0273972602739727,1.4794520547945205,1.7671232876712328,3.232876712328767,13.287671232876713,5.342465753424658,10.232876712328768,0.0,0.0136986301369863,5.342465753424658,10.219178082191782,2.6027397260273974,3.8904109589041096,63065000,20.349374454927453
10548,2014.0,Derrick Williams,6331404.0,3.0,22.0,SAC,67.0,15.0,11.9,0.5329999999999999,0.196,0.568,4.6,15.8,10.1,5.1,1.4,0.8,11.6,16.1,1.4,1.1,2.5,0.073,-1.7,-0.4,-2.1,-0.1,0.43700000000000006,0.28600000000000003,0.474,0.465,0.708,0.22388059701492538,24.746268656716417,1.0149253731343284,3.417910447761194,4.432835820895522,0.8208955223880597,0.6567164179104478,0.23880597014925373,1.044776119402985,1.5671641791044777,8.507462686567164,2.791044776119403,6.388059701492537,0.3582089552238806,1.2537313432835822,2.4328358208955225,5.134328358208955,2.5671641791044775,3.626865671641791,63065000,10.039489415682233
10549,2014.0,Devin Harris,3878000.0,1.0,30.0,DAL,40.0,0.0,14.6,0.517,0.39799999999999996,0.45299999999999996,1.1,10.8,6.0,31.0,1.8,0.2,16.2,20.2,1.2,0.4,1.6,0.094,0.5,-2.1,-1.6,0.1,0.37799999999999995,0.307,0.425,0.439,0.8,0.0,20.45,0.2,1.925,2.125,4.45,0.7,0.05,1.475,1.8,7.875,2.4,6.35,0.775,2.525,1.625,3.825,2.3,2.875,63065000,6.149211131372394
10553,2014.0,Dewayne Dedmon,816482.0,5.0,24.0,ORL,16.0,6.0,12.5,0.488,0.0,0.321,13.0,24.8,18.9,1.3,1.5,4.4,13.0,13.5,0.1,0.4,0.5,0.096,-5.1,0.4,-4.6,-0.2,0.434,0.0,0.434,0.434,0.765,0.375,14.625,1.6875,3.1875,4.875,0.125,0.4375,0.8125,0.5625,2.3125,3.6875,1.4375,3.3125,0.0,0.0,1.4375,3.3125,0.8125,1.0625,63065000,1.294667406643939
10555,2014.0,Diante Garrett,915243.0,1.0,25.0,UTA,71.0,0.0,7.1,0.45899999999999996,0.36200000000000004,0.045,1.2,9.8,5.3,17.6,2.1,0.4,21.7,15.1,-1.1,0.3,-0.8,-0.036000000000000004,-4.0,-1.2,-5.2,-0.8,0.381,0.375,0.385,0.449,0.833,0.0,14.76056338028169,0.15492957746478872,1.2112676056338028,1.3661971830985915,1.6901408450704225,0.5774647887323944,0.07042253521126761,1.056338028169014,1.056338028169014,3.492957746478873,1.4225352112676057,3.732394366197183,0.5070422535211268,1.352112676056338,0.9154929577464789,2.380281690140845,0.14084507042253522,0.16901408450704225,63065000,1.4512693252992945
10556,2014.0,Dion Waiters,4062000.0,2.0,22.0,CLE,70.0,24.0,14.0,0.508,0.252,0.237,1.7,9.0,5.3,18.2,1.6,0.7,12.3,26.9,0.3,1.3,1.6,0.037000000000000005,-0.2,-1.8,-2.1,0.0,0.433,0.368,0.455,0.479,0.685,0.34285714285714286,29.6,0.45714285714285713,2.3285714285714287,2.7857142857142856,2.9857142857142858,0.9,0.24285714285714285,2.2,2.1857142857142855,15.9,6.142857142857143,14.185714285714285,1.3142857142857143,3.5714285714285716,4.828571428571428,10.614285714285714,2.3,3.357142857142857,63065000,6.440973598668041
10558,2014.0,Dirk Nowitzki,7974482.0,4.0,35.0,DAL,80.0,80.0,23.6,0.603,0.258,0.295,1.8,20.0,10.9,14.2,1.4,1.4,7.5,26.9,8.6,2.3,10.9,0.19899999999999998,4.1,-0.8,3.3,3.5,0.49700000000000005,0.39799999999999996,0.532,0.5489999999999999,0.899,1.0,32.85,0.5,5.725,6.225,2.7,0.9125,0.5625,1.4625,2.0625,21.6875,7.9125,15.9125,1.6375,4.1125,6.275,11.8,4.225,4.7,63065000,12.644861650677871
10559,2014.0,Donald Sloan,948163.0,2.0,26.0,IND,48.0,1.0,8.5,0.43700000000000006,0.359,0.171,1.2,11.0,6.3,20.1,1.3,0.2,14.9,17.2,-0.3,0.6,0.3,0.039,-4.1,-0.7,-4.8,-0.3,0.376,0.23800000000000002,0.45299999999999996,0.419,0.6,0.020833333333333332,8.166666666666666,0.08333333333333333,0.8333333333333334,0.9166666666666666,1.0416666666666667,0.20833333333333334,0.020833333333333332,0.4583333333333333,0.3958333333333333,2.2916666666666665,0.9166666666666666,2.4375,0.20833333333333334,0.875,0.7083333333333334,1.5625,0.25,0.4166666666666667,63065000,1.5034694362958851
10560,2014.0,Donatas Motiejunas,1483920.0,4.0,23.0,HOU,62.0,3.0,10.7,0.504,0.284,0.324,7.4,18.2,13.1,5.5,1.0,1.6,12.7,17.8,0.3,1.0,1.4,0.069,-2.7,-0.8,-3.5,-0.4,0.44299999999999995,0.25,0.519,0.478,0.604,0.04838709677419355,15.35483870967742,0.967741935483871,2.661290322580645,3.629032258064516,0.5483870967741935,0.3225806451612903,0.3387096774193548,0.7903225806451613,2.129032258064516,5.5,2.1129032258064515,4.774193548387097,0.3387096774193548,1.3548387096774193,1.7741935483870968,3.4193548387096775,0.9354838709677419,1.5483870967741935,63065000,2.3530008721160707
10561,2014.0,Dorell Wright,3150000.0,3.0,28.0,POR,68.0,13.0,11.9,0.524,0.68,0.23199999999999998,3.2,17.5,10.5,9.4,1.2,1.1,10.6,16.2,0.9,1.0,1.9,0.091,-0.1,-0.3,-0.4,0.4,0.374,0.342,0.442,0.49,0.754,0.19117647058823528,14.470588235294118,0.4264705882352941,2.3823529411764706,2.8088235294117645,0.9411764705882353,0.3382352941176471,0.23529411764705882,0.5735294117647058,0.9117647058823529,5.044117647058823,1.6323529411764706,4.367647058823529,1.0147058823529411,2.9705882352941178,0.6176470588235294,1.3970588235294117,0.7647058823529411,1.0147058823529411,63065000,4.994846586854832
10563,2014.0,Draymond Green,915243.0,3.0,23.0,GSW,82.0,12.0,12.7,0.498,0.359,0.268,5.3,19.3,12.4,11.9,2.8,3.0,15.1,14.8,0.7,3.8,4.5,0.11900000000000001,-1.6,4.4,2.8,2.2,0.40700000000000003,0.33299999999999996,0.449,0.467,0.667,0.14634146341463414,21.914634146341463,1.048780487804878,3.9390243902439024,4.987804878048781,1.853658536585366,1.2439024390243902,0.8780487804878049,1.1097560975609757,2.817073170731707,6.2317073170731705,2.2804878048780486,5.597560975609756,0.6707317073170732,2.0121951219512195,1.6097560975609757,3.5853658536585367,1.0,1.5,63065000,1.4512693252992945
10564,2014.0,Drew Gooden,6680000.0,5.0,32.0,WAS,22.0,0.0,18.4,0.591,0.11900000000000001,0.18899999999999997,10.7,23.0,16.7,6.3,1.3,1.5,9.9,19.7,0.9,0.6,1.4,0.17300000000000001,-0.2,-0.8,-0.9,0.1,0.531,0.41200000000000003,0.5479999999999999,0.556,0.889,0.0,17.954545454545453,1.6818181818181819,3.5,5.181818181818182,0.6818181818181818,0.45454545454545453,0.3181818181818182,0.7727272727272727,2.409090909090909,8.318181818181818,3.4545454545454546,6.5,0.3181818181818182,0.7727272727272727,3.1363636363636362,5.7272727272727275,1.0909090909090908,1.2272727272727273,63065000,10.592246095298503
10566,2014.0,Dwight Howard,21436271.0,5.0,28.0,HOU,71.0,71.0,21.3,0.6,0.009000000000000001,0.7979999999999999,11.4,27.9,20.1,9.3,1.2,4.0,17.5,24.0,4.0,4.1,8.0,0.161,-0.3,2.2,1.9,2.4,0.591,0.28600000000000003,0.594,0.593,0.547,1.0,33.74647887323944,3.2535211267605635,8.943661971830986,12.19718309859155,1.8450704225352113,0.8450704225352113,1.8028169014084507,3.2253521126760565,3.380281690140845,18.267605633802816,6.661971830985915,11.267605633802816,0.028169014084507043,0.09859154929577464,6.633802816901408,11.169014084507042,4.915492957746479,8.985915492957746,63065000,33.99075715531594
10567,2014.0,Dwyane Wade,15000000.0,2.0,32.0,MIA,54.0,53.0,22.0,0.588,0.042,0.33899999999999997,4.4,12.3,8.5,25.5,2.3,1.4,15.5,27.9,3.5,2.0,5.5,0.149,1.9,0.3,2.3,1.9,0.545,0.281,0.557,0.551,0.733,0.9814814814814815,32.870370370370374,1.1111111111111112,3.3518518518518516,4.462962962962963,4.666666666666667,1.462962962962963,0.5370370370370371,2.9814814814814814,1.962962962962963,19.037037037037038,7.685185185185185,14.092592592592593,0.16666666666666666,0.5925925925925926,7.518518518518518,13.5,3.5,4.777777777777778,63065000,23.784983746927775
10570,2014.0,Earl Clark,62552.0,4.0,26.0,CLE,45.0,17.0,8.6,0.467,0.483,0.1,3.1,17.6,10.2,3.6,1.2,2.3,10.7,17.9,-0.5,0.7,0.2,0.013999999999999999,-3.8,-1.0,-4.9,-0.5,0.375,0.345,0.40299999999999997,0.45799999999999996,0.583,0.37777777777777777,15.511111111111111,0.4444444444444444,2.3777777777777778,2.8222222222222224,0.35555555555555557,0.35555555555555557,0.4222222222222222,0.6666666666666666,1.3555555555555556,5.2,2.0,5.333333333333333,0.8888888888888888,2.577777777777778,1.1111111111111112,2.7555555555555555,0.3111111111111111,0.5333333333333333,63065000,0.09918655355585507
10573,2014.0,Ed Davis,981084.0,4.0,24.0,MEM,63.0,4.0,15.9,0.542,0.0,0.307,11.4,20.9,16.1,4.5,0.9,3.7,10.8,17.8,1.2,1.4,2.6,0.129,-1.9,0.5,-1.3,0.2,0.534,0.0,0.534,0.534,0.528,0.06349206349206349,15.174603174603174,1.4603174603174602,2.6666666666666665,4.126984126984127,0.42857142857142855,0.2698412698412698,0.6825396825396826,0.6349206349206349,1.8095238095238095,5.666666666666667,2.4603174603174605,4.603174603174603,0.0,0.0,2.4603174603174605,4.603174603174603,0.746031746031746,1.4126984126984128,63065000,1.555671132958059
10574,2014.0,Ekpe Udoh,981084.0,4.0,26.0,MIL,42.0,14.0,7.6,0.44,0.0,0.32899999999999996,8.4,12.8,10.5,5.7,1.0,4.4,18.8,11.4,-0.4,0.4,0.0,0.0,-4.7,1.2,-3.5,-0.3,0.39899999999999997,0.0,0.39899999999999997,0.39899999999999997,0.638,0.3333333333333333,19.142857142857142,1.4523809523809523,2.0714285714285716,3.5238095238095237,0.7380952380952381,0.35714285714285715,1.0476190476190477,0.9047619047619048,2.2857142857142856,3.4285714285714284,1.3571428571428572,3.4047619047619047,0.0,0.0,1.3571428571428572,3.4047619047619047,0.7142857142857143,1.119047619047619,63065000,1.555671132958059
10576,2014.0,Elliot Williams,107676.0,2.0,24.0,PHI,67.0,2.0,8.7,0.519,0.371,0.353,2.7,9.7,6.1,9.4,1.5,0.2,14.9,16.7,0.0,0.3,0.3,0.013999999999999999,-3.2,-2.6,-5.7,-1.1,0.415,0.29600000000000004,0.486,0.47,0.731,0.029850746268656716,17.26865671641791,0.44776119402985076,1.492537313432836,1.9402985074626866,1.0746268656716418,0.5223880597014925,0.04477611940298507,1.0149253731343284,1.8805970149253732,6.029850746268656,2.08955223880597,5.029850746268656,0.5522388059701493,1.8656716417910448,1.537313432835821,3.1641791044776117,1.2985074626865671,1.7761194029850746,63065000,0.17073812732894633
10577,2014.0,Elton Brand,2000000.0,5.0,34.0,ATL,73.0,15.0,14.0,0.561,0.006,0.28300000000000003,8.0,21.5,14.8,8.1,1.4,4.9,13.8,13.9,1.4,2.1,3.6,0.121,-2.7,3.1,0.5,0.9,0.539,0.0,0.542,0.539,0.649,0.2054794520547945,19.36986301369863,1.3287671232876712,3.6164383561643834,4.945205479452055,1.0136986301369864,0.547945205479452,1.2054794520547945,0.821917808219178,2.6301369863013697,5.739726027397261,2.452054794520548,4.5479452054794525,0.0,0.0273972602739726,2.452054794520548,4.52054794520548,0.8356164383561644,1.2876712328767124,63065000,3.171331166257036
10578,2014.0,Enes Kanter,5694674.0,5.0,21.0,UTA,80.0,37.0,15.6,0.523,0.001,0.239,11.6,20.9,16.1,6.4,0.7,1.5,13.3,23.3,1.3,0.9,2.2,0.05,-2.1,-1.8,-3.9,-1.0,0.491,0.0,0.49200000000000005,0.491,0.73,0.4625,26.725,2.775,4.7,7.475,0.9375,0.35,0.525,1.8,2.875,12.3375,5.2375,10.6625,0.0,0.0125,5.2375,10.65,1.8625,2.55,63065000,9.029848568936812
10579,2014.0,Eric Bledsoe,12173913.0,1.0,24.0,PHO,43.0,40.0,19.6,0.578,0.252,0.426,2.1,13.8,8.0,27.0,2.4,0.8,17.8,24.9,2.6,1.6,4.1,0.14,2.3,0.6,2.9,1.8,0.47700000000000004,0.35700000000000004,0.517,0.522,0.772,0.9302325581395349,32.93023255813954,0.627906976744186,4.069767441860465,4.6976744186046515,5.465116279069767,1.6046511627906976,0.32558139534883723,3.3255813953488373,2.302325581395349,17.74418604651163,6.162790697674419,12.930232558139535,1.1627906976744187,3.255813953488372,5.0,9.674418604651162,4.255813953488372,5.511627906976744,63065000,19.30375485610085
10580,2014.0,Eric Gordon,14898938.0,2.0,25.0,NOP,64.0,64.0,14.9,0.54,0.316,0.273,1.7,7.7,4.7,16.6,1.9,0.5,12.8,23.2,2.0,0.5,2.5,0.057999999999999996,1.2,-2.5,-1.2,0.4,0.436,0.391,0.456,0.498,0.785,1.0,32.140625,0.46875,2.109375,2.578125,3.25,1.15625,0.1875,2.09375,1.78125,15.4375,5.5625,12.765625,1.578125,4.03125,3.984375,8.734375,2.734375,3.484375,63065000,23.62473321176564
10582,2014.0,Eric Maynor,2106720.0,1.0,26.0,WAS,23.0,0.0,6.0,0.355,0.34700000000000003,0.042,3.7,9.3,6.5,26.8,1.2,0.4,18.8,19.0,-0.4,0.2,-0.2,-0.052000000000000005,-5.4,-2.1,-7.5,-0.3,0.292,0.32,0.27699999999999997,0.34700000000000003,0.667,0.0,9.347826086956522,0.30434782608695654,0.7391304347826086,1.0434782608695652,1.7391304347826086,0.21739130434782608,0.043478260869565216,0.7391304347826086,0.5652173913043478,2.260869565217391,0.9130434782608695,3.130434782608696,0.34782608695652173,1.0869565217391304,0.5652173913043478,2.0434782608695654,0.08695652173913043,0.13043478260869565,63065000,3.340553397288512
10584,2014.0,Erik Murphy,100000.0,5.0,23.0,CHI,24.0,0.0,0.2,0.231,0.231,0.0,3.7,10.8,7.3,4.9,0.0,5.0,13.3,11.2,-0.2,0.1,-0.1,-0.055,-9.8,1.8,-8.1,-0.1,0.231,0.0,0.3,0.231,0.0,0.0,2.5833333333333335,0.08333333333333333,0.25,0.3333333333333333,0.08333333333333333,0.0,0.16666666666666666,0.08333333333333333,0.2916666666666667,0.25,0.125,0.5416666666666666,0.0,0.125,0.125,0.4166666666666667,0.0,0.0,63065000,0.15856655831285182
10585,2014.0,Ersan Ilyasova,7900000.0,4.0,26.0,MIL,55.0,47.0,13.8,0.486,0.226,0.225,8.0,18.8,13.3,8.4,1.6,0.4,8.7,21.3,0.9,0.8,1.6,0.053,-1.1,-2.1,-3.2,-0.5,0.409,0.282,0.446,0.441,0.823,0.8545454545454545,26.87272727272727,1.9454545454545455,4.2727272727272725,6.218181818181818,1.309090909090909,0.8363636363636363,0.14545454545454545,1.1090909090909091,2.4545454545454546,11.236363636363636,4.3090909090909095,10.527272727272727,0.6727272727272727,2.381818181818182,3.6363636363636362,8.145454545454545,1.9454545454545455,2.3636363636363638,63065000,12.526758106715294
